Potencia,freq,Capacitancia,Factor de fuerza,Area,Espesor
2.06944555242659e-05,42.2333266027464,3.2972296e-08,0.00265174020740741,9.8e-05,0.0001
0.000311777686682247,42.2333263304013,3.692897152e-06,0.29699490322963,0.010976,0.0001
0.00031203414430948,42.2333346941039,7.352822008e-06,0.591338066251852,0.021854,0.0001
0.000312077903643941,42.2333430590519,1.1012746864e-05,0.885681229274074,0.032732,0.0001
0.000312089887466234,42.2333514222221,1.467267172e-05,1.1800243922963,0.04361,0.0001
0.000312092638661744,42.2333597833076,1.8332596576e-05,1.47436755531852,0.054488,0.0001
0.00031209174259967,42.2333681423895,2.1992521432e-05,1.76871071834074,0.065366,0.0001
0.000312089117750476,42.2333764994578,2.5652446288e-05,2.06305388136296,0.076244,0.0001
0.000312085566349813,42.2333848545212,2.9312371144e-05,2.35739704438519,0.087122,0.0001
0.000312081472719728,42.2333932075729,3.2972296e-05,2.65174020740741,0.098,0.0001
1.01221326051532e-05,42.2333269154603,2.26527224427481e-08,0.00182180624936387,9.8e-05,0.000145555555555556
0.000311388700030195,42.233323695133,2.53710491358779e-06,0.204042299928753,0.010976,0.000145555555555556
0.0003119386239526,42.2333294342836,5.05155710473282e-06,0.406262793608142,0.021854,0.000145555555555556
0.000312038749496592,42.2333351813705,7.56600929587786e-06,0.608483287287532,0.032732,0.000145555555555556
0.000312071608200131,42.2333409283551,1.00804614870229e-05,0.810703780966921,0.04361,0.000145555555555556
0.000312084924643481,42.2333466745839,1.25949136781679e-05,1.01292427464631,0.054488,0.000145555555555556
0.000312090529038861,42.2333524199195,1.5109365869313e-05,1.2151447683257,0.065366,0.000145555555555556
0.000312092485040222,42.233358164248,1.7623818060458e-05,1.41736526200509,0.076244,0.000145555555555556
0.000312092492489163,42.2333639075586,2.01382702516031e-05,1.61958575568448,0.087122,0.000145555555555556
0.000312091365264541,42.2333696499756,2.26527224427481e-05,1.82180624936387,0.098,0.000145555555555556
5.95267850223094e-06,42.2333270391263,1.72529455813953e-08,0.00138753848062016,9.8e-05,0.000191111111111111
0.000310855578129481,42.2333223240258,1.93232990511628e-06,0.155404309829457,0.010976,0.000191111111111111
0.000311804988310499,42.2333266832407,3.84740686465116e-06,0.309421081178295,0.021854,0.000191111111111111
0.000311980925648637,42.2333310590724,5.76248382418605e-06,0.463437852527132,0.032732,0.000191111111111111
0.000312040997956983,42.2333354363805,7.67756078372093e-06,0.617454623875969,0.04361,0.000191111111111111
0.000312067399710533,42.2333398135111,9.59263774325581e-06,0.771471395224806,0.054488,0.000191111111111111
0.000312080514281083,42.2333441901889,1.15077147027907e-05,0.925488166573643,0.065366,0.000191111111111111
0.000312087345076087,42.2333485663293,1.34227916623256e-05,1.07950493792248,0.076244,0.000191111111111111
0.000312090821699445,42.2333529419864,1.53378686218605e-05,1.23352170927132,0.087122,0.000191111111111111
0.000312092346550962,42.2333573170105,1.72529455813953e-05,1.38753848062015,0.098,0.000191111111111111
3.90752149967628e-06,42.233327099978,1.3931956056338e-08,0.00112045360876369,9.8e-05,0.000236666666666667
0.000310180251502693,42.2333214894858,1.56037907830986e-06,0.125490804181534,0.010976,0.000236666666666667
0.000311634233529195,42.2333249929643,3.10682620056338e-06,0.249861154754304,0.021854,0.000236666666666667
0.000311905803822406,42.2333285241747,4.6532733228169e-06,0.374231505327073,0.032732,0.000236666666666667
0.000311999870613876,42.2333320584128,6.19972044507042e-06,0.498601855899843,0.04361,0.000236666666666667
0.000312042329545464,42.2333355931545,7.74616756732394e-06,0.622972206472613,0.054488,0.000236666666666667
0.000312064420066011,42.2333391277646,9.29261468957746e-06,0.747342557045383,0.065366,0.000236666666666667
0.00031207687843624,42.2333426620843,1.0839061811831e-05,0.871712907618153,0.076244,0.000236666666666667
0.000312084195853804,42.2333461961164,1.23855089340845e-05,0.996083258190923,0.087122,0.000236666666666667
0.00031208852168161,42.2333497297189,1.3931956056338e-05,1.12045360876369,0.098,0.000236666666666667
2.7580980032534e-06,42.2333271341654,1.1683097007874e-08,0.00093959298687664,9.8e-05,0.000282222222222222
0.000309364738946657,42.2333209336732,1.30850686488189e-06,0.105234414530184,0.010976,0.000282222222222222
0.000311426800081109,42.2333238504155,2.60533063275591e-06,0.209529236073491,0.021854,0.000282222222222222
0.000311813887305931,42.233326808272,3.90215440062992e-06,0.313824057616798,0.032732,0.000282222222222222
0.000311948872364797,42.2333297711742,5.19897816850394e-06,0.418118879160105,0.04361,0.000282222222222222
0.000312010516851649,42.2333327351866,6.49580193637795e-06,0.522413700703412,0.054488,0.000282222222222222
0.000312043209639614,42.2333356993265,7.79262570425197e-06,0.626708522246719,0.065366,0.000282222222222222
0.000312062208745554,42.2333386634327,9.08944947212598e-06,0.731003343790026,0.076244,0.000282222222222222
0.000312073900590126,42.2333416273055,1.038627324e-05,0.835298165333333,0.087122,0.000282222222222222
0.000312081339498157,42.2333445909627,1.1683097007874e-05,0.93959298687664,0.098,0.000282222222222222
2.04940038733804e-06,42.2333271552372,1.00593445423729e-08,0.00080900548700565,9.8e-05,0.000327777777777778
0.00030841134012166,42.2333205421458,1.12664658874576e-06,0.0906086145446328,0.010976,0.000327777777777778
0.000311182975911763,42.2333230275895,2.24323383294915e-06,0.18040822360226,0.021854,0.000327777777777778
0.000311705418298932,42.2333255701563,3.35982107715254e-06,0.270207832659887,0.032732,0.000327777777777778
0.000311888296734661,42.2333281200553,4.47640832135593e-06,0.360007441717514,0.04361,0.000327777777777778
0.000311972320562447,42.233330671728,5.59299556555932e-06,0.449807050775141,0.054488,0.000327777777777778
0.000312017310159729,42.2333332239113,6.70958280976271e-06,0.539606659832768,0.065366,0.000327777777777778
0.000312043834639262,42.2333357760288,7.8261700539661e-06,0.629406268890395,0.076244,0.000327777777777778
0.000312060505258393,42.2333383281324,8.94275729816949e-06,0.719205877948022,0.087122,0.000327777777777778
0.000312071440622386,42.2333408801519,1.00593445423729e-05,0.809005487005649,0.098,0.000327777777777778
1.58214478494107e-06,42.2333271691846,8.831865e-09,0.000710287555555556,9.8e-05,0.000373333333333333
0.000307322673972203,42.2333202562194,9.8916888e-07,0.0795522062222222,0.010976,0.000373333333333333
0.000310903003683298,42.2333224079121,1.969505895e-06,0.158394124888889,0.021854,0.000373333333333333
0.000311580538925132,42.2333246350825,2.94984291e-06,0.237236043555555,0.032732,0.000373333333333333
0.00031181829869516,42.2333268722383,3.930179925e-06,0.316077962222222,0.04361,0.000373333333333333
0.000311927925881876,42.2333291119521,4.91051694e-06,0.394919880888889,0.054488,0.000373333333333333
0.00031198694139935,42.2333313524716,5.890853955e-06,0.473761799555555,0.065366,0.000373333333333333
0.000312022011409551,42.2333335932288,6.87119097e-06,0.552603718222222,0.076244,0.000373333333333333
0.000312044301594032,42.2333358340422,7.851527985e-06,0.631445636888889,0.087122,0.000373333333333333
0.000312059153507694,42.2333380746701,8.831865e-06,0.710287555555555,0.098,0.000373333333333333
1.25804185072743e-06,42.2333271788204,7.87137039787798e-09,0.000633041428824049,9.8e-05,0.000418888888888889
0.000306101679645395,42.2333200425715,8.81593484562334e-07,0.0709006400282935,0.010976,0.000418888888888889
0.000310587120423721,42.2333219254958,1.75531559872679e-06,0.141168238627763,0.021854,0.000418888888888889
0.000311439350377848,42.2333239043603,2.62903771289125e-06,0.211435837227233,0.032732,0.000418888888888889
0.00031173897356113,42.233325896336,3.5027598270557e-06,0.281703435826702,0.04361,0.000418888888888889
0.000311877440911578,42.2333278917773,4.37648194122016e-06,0.351971034426172,0.054488,0.000418888888888889
0.000311952229082741,42.2333298882468,5.25020405538462e-06,0.422238633025641,0.065366,0.000418888888888889
0.000311996884063665,42.2333318852315,6.12392616954907e-06,0.49250623162511,0.076244,0.000418888888888889
0.000312025454653773,42.233333882254,6.99764828371353e-06,0.56277383022458,0.087122,0.000418888888888889
0.000312044663336952,42.233335879363,7.87137039787798e-06,0.633041428824049,0.098,0.000418888888888889
1.02412245828067e-06,42.2333271857422,7.09929818181818e-09,0.000570948848484849,9.8e-05,0.000464444444444444
0.0003047516066579,42.2333198811871,7.95121396363636e-07,0.063946271030303,0.010976,0.000464444444444444
0.000310235571135733,42.2333215402381,1.58314349454545e-06,0.127321593212121,0.021854,0.000464444444444444
0.000311281933656394,42.2333233179961,2.37116559272727e-06,0.190696915393939,0.032732,0.000464444444444444
0.000311650384310196,42.2333251124023,3.15918769090909e-06,0.254072237575758,0.04361,0.000464444444444444
0.000311820933483207,42.2333269111485,3.94720978909091e-06,0.317447559757576,0.054488,0.000464444444444444
0.000311913250610279,42.2333287114173,4.73523188727273e-06,0.380822881939394,0.065366,0.000464444444444444
0.000311968541059668,42.2333305122924,5.52325398545454e-06,0.444198204121212,0.076244,0.000464444444444444
0.000312004064739501,42.2333323134591,6.31127608363636e-06,0.50757352630303,0.087122,0.000464444444444444
0.00031202808313708,42.2333341146018,7.09929818181818e-06,0.570948848484848,0.098,0.000464444444444444
8.49810995317058e-07,42.233327191025,6.46515607843137e-09,0.000519949060275962,9.8e-05,0.00051
0.000303275996389928,42.2333197588856,7.24097480784314e-07,0.0582342947509078,0.010976,0.00051
0.000309848615550734,42.2333212262757,1.4417298054902e-06,0.11594864044154,0.021854,0.00051
0.000311108362558384,42.233322837488,2.15936213019608e-06,0.173662986132171,0.032732,0.00051
0.000311552579179974,42.2333244690569,2.87699445490196e-06,0.231377331822803,0.04361,0.00051
0.000311758449390725,42.2333261060578,3.59462677960784e-06,0.289091677513435,0.054488,0.00051
0.000311870057109496,42.2333277450689,4.31225910431373e-06,0.346806023204067,0.065366,0.00051
0.000311937040321014,42.2333293847583,5.02989142901961e-06,0.404520368894699,0.076244,0.00051
0.000311980197358682,42.2333310248721,5.74752375372549e-06,0.46223471458533,0.087122,0.00051
0.000312009485110771,42.2333326651618,6.46515607843137e-06,0.519949060275962,0.098,0.00051
